167;4827894;Avenida Tupac Amaru 10;1814940067;599286838;88379;88634;0.0642985;70;0.0009186;1000000;-118.723.909;-770.150.415;-11.872.894;-770.153.328
168;4827894;Avenida Tupac Amaru 11;599286838;1814195032;88634;87684;0.0740122;70;0.0010573;1000000;-11.872.894;-770.153.328;-118.734.816;-770.156.523
169;4827894;Avenida Tupac Amaru 12;1814195032;1814195038;87684;87661;0.0103992;70;0.0001486;1000000;-118.734.816;-770.156.523;-118.735.616;-770.157.018
170;4827894;Avenida Tupac Amaru 13;1814195038;599286839;87661;87486;0.1293663;70;0.0018481;1000000;-118.735.616;-770.157.018;-118.745.775;-770.162.812
171;4827894;Avenida Tupac Amaru 14;599286839;599286841;87486;87468;0.3940499;70;0.0056293;1000000;-118.745.775;-770.162.812;-118.777.453;-770.178.898
172;4827894;Avenida Tupac Amaru 15;599286841;1814195837;87468;87678;0.0653954;70;0.0009342;1000000;-118.777.453;-770.178.898;-118.781.897;-770.182.831
173;4827894;Avenida Tupac Amaru 16;1814195837;1814196027;87678;87628;0.064799;70;0.0009257;1000000;-118.781.897;-770.182.831;-118.786.223;-770.186.821
174;4827894;Avenida Tupac Amaru 17;1814196027;1814196161;87628;87697;0.0650023;70;0.0009286;1000000;-118.786.223;-770.186.821;-118.790.589;-770.190.793
175;4827894;Avenida Tupac Amaru 18;1814196161;599286845;87697;87627;0.3337575;70;0.004768;1000000;-118.790.589;-770.190.793;-118.807.266;-770.215.729
245;4827895;Avenida Tupac Amaru 19;885830995;885831116;19856;19834;0.0067897;60;0.0001132;1000000;-120.350.814;-770.370.749;-12.035.042;-770.371.226
246;4827895;Avenida Tupac Amaru 20;885831116;1273456685;19834;44974;0.080905;60;0.0013484;1000000;-12.035.042;-770.371.226;-120.345.735;-770.376.918
247;4827895;Avenida Tupac Amaru 21;1273456685;885831065;44974;19862;0.0342776;60;0.0005713;1000000;-120.345.735;-770.376.918;-120.343.731;-770.379.313
176;4827894;Avenida Tupac Amaru 22;599286845;1814196767;87627;87535;0.1533335;70;0.0021905;1000000;-118.807.266;-770.215.729;-118.813.147;-77.022.844
177;4827894;Avenida Tupac Amaru 23;1814196767;1814196876;87535;87363;0.0911242;70;0.0013018;1000000;-118.813.147;-77.022.844;-118.818.974;-770.234.251
178;4827894;Avenida Tupac Amaru 24;1814196876;1814004606;87363;86996;0.1413854;70;0.0020198;1000000;-118.818.974;-770.234.251;-118.830.893;-770.238.218
179;4827894;Avenida Tupac Amaru 25;1814004606;1814004786;86996;87400;0.5001527;70;0.007145;1000000;-118.830.893;-770.238.218;-118.874.411;-77.023.839
